lahmanID,FirstName,LastName,RetrosheetID,batAve2006Sorted,PA
costech01,Chris,Coste,costc001,0.328,213.0
ozunapa01,Pablo,Ozuna,ozunp001,0.328,203.0
diazma02,Matt,Diaz,diazm003,0.327,322.0
gloadro01,Ross,Gload,gloar001,0.327,167.0
hollima01,Matt,Holliday,hollm001,0.326,667.0
germaes01,Esteban,German,germe001,0.326,331.0
jonesch06,Chipper,Jones,jonec004,0.324,477.0
suzukic01,Ichiro,Suzuki,suzui001,0.322,752.0
ramirma02,Manny,Ramirez,ramim002,0.321,558.0
quinlro01,Robb,Quinlan,quinr002,0.321,244.0
morneju01,Justin,Morneau,mornj001,0.321,661.0
guillca01,Carlos,Guillen,guilc001,0.32,622.0
cirilje01,Jeff,Cirillo,cirij001,0.319,290.0
johnsre02,Reed,Johnson,johnr008,0.319,517.0
loducpa01,Paul,Lo Duca,lodup001,0.318,551.0
youngde03,Delmon,Young,yound003,0.317,131.0
martivi01,Victor,Martinez,martv001,0.316,652.0
drewst01,Stephen,Drew,drews001,0.316,226.0
dyeje01,Jermaine,Dye,dye-j001,0.315,611.0
berkmla01,Lance,Berkman,berkl001,0.315,646.0
youngmi02,Michael,Young,younm003,0.314,748.0
delarto01,Tomas,de la Rosa,delat001,0.313,17.0
matthga02,Gary,Matthews,mattg002,0.313,690.0
howarry01,Ryan,Howard,howar001,0.313,704.0
vargaja01,Jason,Vargas,vargj001,0.313,17.0
konerpa01,Paul,Konerko,konep001,0.313,643.0
overbly01,Lyle,Overbay,overl001,0.312,640.0
tynerja01,Jason,Tyner,tynej001,0.312,232.0
wrighda03,David,Wright,wrigd002,0.311,661.0
riverju01,Juan,Rivera,rivej001,0.31,494.0
pauliro01,Ronny,Paulino,paulr001,0.31,481.0
utleych01,Chase,Utley,utlec001,0.309,739.0
bartlja01,Jason,Bartlett,bartj001,0.309,372.0
ethiean01,Andre,Ethier,ethia001,0.308,441.0
lakerti01,Tim,Laker,laket001,0.308,13.0
hafnetr01,Travis,Hafner,hafnt001,0.308,563.0
wardda01,Daryle,Ward,wardd002,0.308,150.0
lambmi01,Mike,Lamb,lambm001,0.307,421.0
barremi01,Michael,Barrett,barrm003,0.307,418.0
chaveen01,Endy,Chavez,chave002,0.306,390.0
crawfca02,Carl,Crawford,crawc002,0.305,652.0
gonzaad01,Adrian,Gonzalez,gonza003,0.304,631.0
wellsve01,Vernon,Wells,wellv001,0.303,677.0
garcino01,Nomar,Garciaparra,garcn001,0.303,523.0
baldero01,Rocco,Baldelli,baldr001,0.302,387.0
matsuhi01,Hideki,Matsui,matsh001,0.302,201.0
heltoto01,Todd,Helton,heltt001,0.302,649.0
riosal01,Alex,Rios,riosa002,0.302,498.0
estrajo01,Johnny,Estrada,estrj001,0.302,443.0
loftoke01,Kenny,Lofton,loftk001,0.301,522.0
rodrijo03,John,Rodriguez,rodrj002,0.301,212.0
penawi01,Wily Mo,Pena,penaw001,0.301,304.0
aloumo01,Moises,Alou,aloum001,0.301,378.0
loganno01,Nook,Logan,logan001,0.3,99.0
aurilri01,Rich,Aurilia,aurir001,0.3,481.0
carroja01,Jamey,Carroll,carrj001,0.3,534.0
brownje02,Jeremy,Brown,browj005,0.3,11.0
leeca01,Carlos,Lee,lee-c001,0.3,695.0
catalfr01,Frank,Catalanotto,cataf001,0.3,499.0
rodriiv01,Ivan,Rodriguez,rodri001,0.3,580.0
furcara01,Rafael,Furcal,furcr001,0.3,736.0
thompke01,Kevin,Thompson,thomk001,0.3,37.0
reyesjo01,Jose,Reyes,reyej001,0.3,703.0
sheffga01,Gary,Sheffield,shefg001,0.298,166.0
ordonma01,Magglio,Ordonez,ordom001,0.298,646.0
grudzma01,Mark,Grudzielanek,grudm001,0.297,586.0
anderma02,Marlon,Anderson,andem003,0.297,312.0
abreubo01,Bobby,Abreu,abreb001,0.297,686.0
murtoma01,Matt,Murton,murtm001,0.297,508.0
castilu01,Luis,Castillo,castl001,0.296,652.0
nortogr01,Greg,Norton,nortg001,0.296,335.0
rolensc01,Scott,Rolen,roles001,0.296,594.0
saenzol01,Olmedo,Saenz,saeno001,0.296,204.0
paytoja01,Jay,Payton,paytj001,0.296,588.0
lairdge01,Gerald,Laird,lairg001,0.296,260.0
derosma01,Mark,DeRosa,derom001,0.296,572.0
dejesda01,David,DeJesus,dejed001,0.295,552.0
polanpl01,Placido,Polanco,polap001,0.295,495.0
vizquom01,Omar,Vizquel,vizqo001,0.295,659.0
pierzaj01,A. J.,Pierzynski,piera001,0.295,543.0
kendaja01,Jason,Kendall,kendj001,0.295,626.0
durhara01,Ray,Durham,durhr001,0.293,555.0
duncach01,Chris,Duncan,duncc002,0.293,314.0
izturma01,Maicer,Izturis,iztum001,0.293,399.0
roberda07,Dave,Roberts,robed001,0.293,566.0
stewash01,Shannon,Stewart,stews002,0.293,190.0
renteed01,Edgar,Renteria,rente001,0.293,673.0
harpebr02,Brandon,Harper,harpb002,0.293,47.0
hawpebr01,Brad,Hawpe,hawpb001,0.293,575.0
delluda01,David,Dellucci,delld001,0.292,301.0
ishiktr01,Travis,Ishikawa,ishit001,0.292,25.0
rousemi01,Mike,Rouse,rousm001,0.292,26.0
ramirha01,Hanley,Ramirez,ramih003,0.292,700.0
eckstda01,David,Eckstein,ecksd001,0.292,552.0
kentje01,Jeff,Kent,kentj001,0.292,473.0
garkory01,Ryan,Garko,garkr001,0.292,209.0
pierrju01,Juan,Pierre,pierj002,0.292,750.0
jacksco01,Conor,Jackson,jackc002,0.291,556.0
ramirar01,Aramis,Ramirez,ramia001,0.291,660.0
markani01,Nick,Markakis,markn001,0.291,542.0
johjike01,Kenji,Johjima,johjk001,0.291,542.0
hillaa01,Aaron,Hill,hilla001,0.291,606.0
mackoro01,Rob,Mackowiak,mackr001,0.29,290.0
davanje02,Jeff,DaVanon,davaj001,0.29,256.0
puntoni01,Nick,Punto,puntn001,0.29,524.0
teahema01,Mark,Teahen,teahm001,0.29,439.0
sizemgr01,Grady,Sizemore,sizeg001,0.29,751.0
rodrial01,Alex,Rodriguez,rodra001,0.29,674.0
johnsni01,Nick,Johnson,johnn001,0.29,628.0
greento02,Todd,Greene,greet003,0.289,170.0
betanyu01,Yuniesky,Betancourt,betay001,0.289,584.0
brousbe01,Ben,Broussard,broub001,0.289,465.0
vidrojo01,Jose,Vidro,vidrj001,0.289,511.0
hattesc01,Scott,Hatteberg,hatts001,0.289,539.0
ibanera01,Raul,Ibanez,ibanr001,0.289,699.0
thomeji01,Jim,Thome,thomj002,0.288,610.0
zimmery01,Ryan,Zimmerman,zimmr001,0.287,682.0
hudsoor01,Orlando,Hudson,hudso001,0.287,650.0
victosh01,Shane,Victorino,victs001,0.287,462.0
spilbry01,Ryan,Spilborghs,spilr001,0.287,186.0
brownem01,Emil,Brown,browe001,0.287,601.0
ortizda01,David,Ortiz,ortid001,0.287,686.0
bayja01,Jason,Bay,bay-j001,0.286,689.0
kinslia01,Ian,Kinsler,kinsi001,0.286,474.0
leede02,Derrek,Lee,lee-d002,0.286,204.0
roberbr01,Brian,Roberts,robeb003,0.286,629.0
guzmafr01,Freddy,Guzman,guzmf001,0.286,9.0
lunahe01,Hector,Luna,lunah001,0.286,379.0
rabejo01,Josh,Rabe,rabej001,0.286,51.0
kendrho01,Howie,Kendrick,kendh001,0.285,283.0
loretma01,Mark,Loretta,lorem001,0.285,703.0
larocad01,Adam,LaRoche,laroa001,0.285,557.0
jonesja04,Jacque,Jones,jonej003,0.285,577.0
damonjo01,Johnny,Damon,damoj001,0.285,671.0
cintral01,Alex,Cintron,cinta001,0.285,304.0
lowelmi01,Mike,Lowell,lowem001,0.284,631.0
molinbe01,Bengie,Molina,molib001,0.284,458.0
loneyja01,James,Loney,lonej001,0.284,111.0
cuddymi01,Michael,Cuddyer,cuddm001,0.284,635.0
inglejo01,Joe,Inglett,inglj001,0.284,222.0
credejo01,Joe,Crede,credj001,0.283,586.0
hartco01,Corey,Hart,hartc001,0.283,256.0
drewjd01,J. D.,Drew,drewj001,0.283,594.0
salazje01,Jeff,Salazar,salaj002,0.283,67.0
wilsova01,Vance,Wilson,wilsv001,0.283,168.0
mientdo01,Doug,Mientkiewicz,miend001,0.283,360.0
denorch01,Chris,Denorfia,denoc001,0.283,120.0
piazzmi01,Mike,Piazza,piazm001,0.283,439.0
cabreor01,Orlando,Cabrera,cabro001,0.282,675.0
clevlbr01,Brent,Clevlen,clevb001,0.282,42.0
lopezjo01,Jose,Lopez,lopej003,0.282,655.0
blakeca01,Casey,Blake,blakc001,0.282,456.0
ugglada01,Dan,Uggla,uggld001,0.282,683.0
martiru01,Russell,Martin,martr004,0.282,468.0
teixema01,Mark,Teixeira,teixm001,0.282,727.0
gonzaen01,Enrique,Gonzalez,gonze002,0.281,35.0
iguchta01,Tadahito,Iguchi,iguct001,0.281,627.0
tracych01,Chad,Tracy,tracc001,0.281,662.0
willibe02,Bernie,Williams,willb002,0.281,462.0
muldema01,Mark,Mulder,muldm001,0.28,36.0
barfijo02,Josh,Barfield,barfj003,0.28,578.0
choosh01,Shin-Soo,Choo,choos001,0.28,179.0
cabreme01,Melky,Cabrera,cabrm002,0.28,524.0
aybarwi01,Willy,Aybar,aybaw001,0.28,278.0
anderga01,Garret,Anderson,andeg001,0.28,588.0
nadyxa01,Xavier,Nady,nadyx001,0.28,512.0
youklke01,Kevin,Youkilis,youkk001,0.279,680.0
weeksri01,Rickie,Weeks,weekr001,0.279,413.0
encarju01,Juan,Encarnacion,encaj001,0.278,598.0
taverwi01,Willy,Taveras,tavew001,0.278,587.0
alomasa02,Sandy,Alomar,aloms001,0.278,113.0
ventomi01,Mike,Vento,ventm001,0.278,22.0
martira03,Ramon,Martinez,martr003,0.278,194.0
lugoju01,Julio,Lugo,lugoj001,0.278,486.0
walketo04,Todd,Walker,walkt002,0.278,504.0
hunteto01,Torii,Hunter,huntt001,0.278,611.0
soriaal01,Alfonso,Soriano,soria001,0.277,728.0
hillesh02,Shea,Hillenbrand,hills002,0.277,566.0
snydech02,Chris,Snyder,snydc002,0.277,213.0
gibboja01,Jay,Gibbons,gibbj002,0.277,378.0
infanom01,Omar,Infante,infao001,0.277,245.0
rolliji01,Jimmy,Rollins,rollj001,0.277,758.0
shealry01,Ryan,Shealy,shear001,0.277,219.0
willijo03,Josh,Willingham,willj004,0.277,573.0
phillpa01,Paul,Phillips,philp001,0.277,69.0
brunter01,Eric,Bruntlett,brune001,0.277,136.0
posadjo01,Jorge,Posada,posaj001,0.277,545.0
greensh01,Shawn,Green,grees001,0.277,588.0
churcry01,Ryan,Church,churr001,0.276,230.0
burkech01,Chris,Burke,burkc001,0.276,413.0
bradlmi01,Milton,Bradley,bradm001,0.276,405.0
patteco01,Corey,Patterson,pattc001,0.276,498.0
phillbr01,Brandon,Phillips,philb001,0.276,587.0
encared01,Edwin,Encarnacion,encae001,0.276,463.0
beltrca01,Carlos,Beltran,beltc001,0.275,617.0
hernara02,Ramon,Hernandez,hernr002,0.275,560.0
kotsama01,Mark,Kotsay,kotsm001,0.275,558.0
wiggity01,Ty,Wigginton,wiggt001,0.275,486.0
graffto01,Tony,Graffanino,graft001,0.274,511.0
grossga01,Gabe,Gross,grosg002,0.274,252.0
morame01,Melvin,Mora,moram002,0.274,705.0
lopezfe01,Felipe,Lopez,lopef001,0.274,714.0
costash01,Shane,Costa,costs001,0.274,252.0
liebemi01,Mike,Lieberthal,liebm001,0.273,230.0
lindeto01,Todd,Linden,lindt001,0.273,89.0
penaca01,Carlos,Pena,penac001,0.273,37.0
kennead01,Adam,Kennedy,kenna001,0.273,503.0
wilsoja02,Jack,Wilson,wilsj002,0.273,594.0
sheltch01,Chris,Shelton,shelc001,0.273,412.0
francju01,Julio,Franco,franj002,0.273,179.0
zaungr01,Gregg,Zaun,zaung001,0.272,339.0
caseyse01,Sean,Casey,cases001,0.272,440.0
spiezsc01,Scott,Spiezio,spies001,0.272,321.0
gutiefr01,Franklin,Gutierrez,gutif001,0.272,141.0
gomezal01,Alexis,Gomez,gomea001,0.272,111.0
millake01,Kevin,Millar,millk005,0.272,503.0
belliro01,Ronnie,Belliard,bellr002,0.272,590.0
gonzalu01,Luis,Gonzalez,gonzl001,0.271,668.0
fieldpr01,Prince,Fielder,fielp001,0.271,648.0
jenkige01,Geoff,Jenkins,jenkg001,0.271,555.0
valenjo03,Jose,Valentin,valej003,0.271,432.0
freelry01,Ryan,Freel,freer001,0.271,523.0
hinsker01,Eric,Hinske,hinse001,0.271,312.0
kieltbo01,Bobby,Kielty,kielb001,0.27,297.0
bellda01,David,Bell,belld002,0.27,566.0
bondsba01,Barry,Bonds,bondb001,0.27,493.0
hallbi03,Bill,Hall,hallb001,0.27,608.0
thomafr04,Frank,Thomas,thomf001,0.27,559.0
valenja01,Javier,Valentin,valej004,0.269,201.0
menchke01,Kevin,Mench,menck001,0.269,482.0
penabr01,Brayan,Pena,penab002,0.268,43.0
parkch01,Chan Ho,Park,parkc002,0.268,48.0
coninje01,Jeff,Conine,conij001,0.268,539.0
beltrad01,Adrian,Beltre,belta001,0.268,681.0
camermi01,Mike,Cameron,camem001,0.268,634.0
nixontr01,Trot,Nixon,nixot001,0.268,453.0
rivermi02,Mike,Rivera,rivem003,0.268,158.0
willire03,Reggie,Willits,willr004,0.267,58.0
thomsjo01,John,Thomson,thomj005,0.267,32.0
huffau01,Aubrey,Huff,huffa001,0.267,517.0
matsuka01,Kazuo,Matsui,matsk001,0.267,265.0
michaja01,Jason,Michaels,michj001,0.267,548.0
figgich01,Chone,Figgins,figgc001,0.267,683.0
keppije01,Jeff,Keppinger,keppj001,0.267,67.0
sullico01,Cory,Sullivan,sullc001,0.267,443.0
randajo01,Joe,Randa,randj002,0.267,227.0
byrneer01,Eric,Byrnes,byrne001,0.267,606.0
blaloha01,Hank,Blalock,blalh001,0.266,646.0
fickro01,Robert,Fick,fickr001,0.266,141.0
alfonel01,Eliezer,Alfonzo,alfoe002,0.266,309.0
robinke02,Kerry,Robinson,robik002,0.266,67.0
blanche01,Henry,Blanco,blanh001,0.266,261.0
scutama01,Marco,Scutaro,scutm001,0.266,423.0
tagucso01,So,Taguchi,tagus001,0.266,361.0
womacto01,Tony,Womack,womat001,0.265,80.0
salmoti01,Tim,Salmon,salmt001,0.265,244.0
delgaca01,Carlos,Delgado,delgc001,0.265,618.0
sexsori01,Richie,Sexson,sexsr001,0.264,663.0
crispco01,Coco,Crisp,crisc001,0.264,452.0
kearnau01,Austin,Kearns,keara001,0.264,629.0
hernajo01,Jose,Hernandez,hernj001,0.263,166.0
olivomi01,Miguel,Olivo,olivm001,0.263,452.0
mooresc02,Scott,Moore,moors001,0.263,42.0
gilesbr02,Brian,Giles,gileb002,0.263,717.0
betemwi01,Wilson,Betemit,betew001,0.263,412.0
wilsopr01,Preston,Wilson,wilsp002,0.263,537.0
clarkbr02,Brady,Clark,clarb003,0.263,482.0
milesaa01,Aaron,Miles,milea001,0.263,471.0
smithja05,Jason,Smith,smitj001,0.263,108.0
winnra01,Randy,Winn,winnr001,0.262,635.0
gilesma01,Marcus,Giles,gilem001,0.262,626.0
pradoma01,Martin,Prado,pradm001,0.262,49.0
jonesan01,Andruw,Jones,jonea002,0.262,669.0
rowanaa01,Aaron,Rowand,rowaa001,0.262,445.0
jacobmi02,Mike,Jacobs,jacom001,0.262,520.0
koskico01,Corey,Koskie,koskc001,0.261,289.0
marmoca01,Carlos,Marmol,marmc001,0.261,24.0
mcpheda01,Dallas,McPherson,mcphd001,0.261,121.0
podsesc01,Scott,Podsednik,podss001,0.261,592.0
ruizca01,Carlos,Ruiz,ruizc001,0.261,78.0
pauljo01,Josh,Paul,paulj001,0.26,165.0
grandcu01,Curtis,Granderson,granc001,0.26,679.0
amezaal01,Alfredo,Amezaga,ameza001,0.26,378.0
gwynnto02,Tony,Gwynn,gwynt002,0.26,80.0
iannech01,Chris,Iannetta,iannc001,0.26,93.0
francje02,Jeff,Francoeur,franj004,0.26,686.0
lawtoma02,Matt,Lawton,lawtm002,0.259,29.0
hallto02,Toby,Hall,hallt001,0.259,294.0
burrepa01,Pat,Burrell,burrp001,0.258,567.0
claytro01,Royce,Clayton,clayr001,0.258,502.0
sweenmi01,Mike,Sweeney,sweem002,0.258,252.0
bynumfr01,Freddie,Bynum,bynuf001,0.257,148.0
edmonji01,Jim,Edmonds,edmoj001,0.257,408.0
peraljh01,Jhonny,Peralta,peraj001,0.257,632.0
barajro01,Rod,Barajas,barar001,0.256,371.0
thamema01,Marcus,Thames,thamm001,0.256,390.0
schnebr01,Brian,Schneider,schnb001,0.256,455.0
fioreje01,Jeff,Fiorentino,fiorj001,0.256,50.0
monrocr01,Craig,Monroe,monrc001,0.255,585.0
gonzaal02,Alex,Gonzalez,gonza002,0.255,429.0
rossda01,David,Ross,rossd001,0.255,296.0
wrighja01,Jamey,Wright,wrigj001,0.255,52.0
counscr01,Craig,Counsell,counc001,0.255,415.0
duffych01,Chris,Duffy,duffc001,0.255,348.0
swishni01,Nick,Swisher,swisn001,0.254,672.0
repkoja01,Jason,Repko,repkj001,0.254,150.0
navardi01,Dioner,Navarro,navad001,0.254,302.0
kaplega01,Gabe,Kapler,kaplg001,0.254,147.0
blumge01,Geoff,Blum,blumg001,0.254,299.0
giambja01,Jason,Giambi,giamj001,0.253,579.0
perezed01,Eduardo,Perez,peree001,0.253,210.0
orrpe01,Pete,Orr,orr-p001,0.253,164.0
quentca01,Carlos,Quentin,quenc001,0.253,191.0
ingebr01,Brandon,Inge,ingeb001,0.253,601.0
kempma01,Matt,Kemp,kempm001,0.253,166.0
castijo02,Jose,Castillo,castj005,0.253,562.0
glaustr01,Troy,Glaus,glaut001,0.252,634.0
newhada01,David,Newhan,newhd001,0.252,143.0
palmeor01,Orlando,Palmeiro,palmo001,0.252,128.0
griffke02,Ken,Griffey,grifk002,0.252,472.0
muellbi02,Bill,Mueller,muelb001,0.252,126.0
castrju01,Juan,Castro,castj004,0.251,264.0
booneaa01,Aaron,Boone,boona001,0.251,392.0
wilsocr03,Craig,Wilson,wilsc003,0.251,395.0
lopezja01,Javy,Lopez,lopej001,0.251,364.0
sweenma01,Mark,Sweeney,sweem001,0.251,291.0
hermije01,Jeremy,Hermida,hermj001,0.251,348.0
milleda02,Damian,Miller,milld002,0.251,376.0
snellch02,Chris,Snelling,snelc001,0.25,119.0
johnsbe02,Ben,Johnson,johnb003,0.25,135.0
youngdm01,Dmitri,Young,yound001,0.25,184.0
mottoch01,Chad,Mottola,mottc001,0.25,16.0
phillja04,Jason,Phillips,philj003,0.25,51.0
aybarer01,Erick,Aybar,aybae001,0.25,40.0
montemi01,Miguel,Montero,montm001,0.25,17.0
brazede01,Dewon,Brazelton,brazd001,0.25,4.0
pattejo02,John,Patterson,pattj004,0.25,10.0
byrdpa01,Paul,Byrd,byrdp001,0.25,6.0
cannian01,Andy,Cannizaro,canna001,0.25,9.0
casilal01,Alexi,Casilla,casia001,0.25,6.0
fasseje01,Jeff,Fassero,fassj001,0.25,5.0
galljo01,John,Gall,gallj001,0.25,12.0
ortmeda01,Daniel,Ortmeier,ortmd001,0.25,12.0
michach01,Chris,Michalak,michc001,0.25,11.0
tatisfe01,Fernando,Tatis,tatif001,0.25,64.0
hyzduad01,Adam,Hyzdu,hyzda001,0.25,4.0
santaer01,Ervin,Santana,sante001,0.25,4.0
cantujo01,Jorge,Cantu,cantj001,0.249,448.0
ellisma01,Mark,Ellis,ellim001,0.249,500.0
torreyo01,Yorvit,Torrealba,torry001,0.247,241.0
bloomwi01,Willie,Bloomquist,bloow001,0.247,283.0
stairma01,Matt,Stairs,staim001,0.247,393.0
paganan01,Angel,Pagan,pagaa001,0.247,187.0
whitero02,Rondell,White,whitr001,0.246,355.0
biggicr01,Craig,Biggio,biggc001,0.246,607.0
sandere02,Reggie,Sanders,sandr002,0.246,358.0
uptonbj01,B. J.,Upton,uptob001,0.246,189.0
hollato01,Todd,Hollandsworth,hollt001,0.246,236.0
niekrla01,Lance,Niekro,niekl001,0.246,210.0
finlest01,Steve,Finley,finls001,0.246,481.0
izturce01,Cesar,Izturis,iztuc001,0.245,208.0
buckjo01,John,Buck,buckj001,0.245,409.0
cedenro02,Ronny,Cedeno,ceder002,0.245,572.0
shoppke01,Kelly,Shoppach,shopk001,0.245,120.0
bowenro01,Rob,Bowen,bower002,0.245,110.0
greenkh01,Khalil,Greene,greek002,0.245,460.0
tiffete01,Terry,Tiffee,tifft001,0.244,49.0
floydcl01,Cliff,Floyd,floyc001,0.244,376.0
felizpe01,Pedro,Feliz,felip001,0.244,644.0
perezne01,Neifi,Perez,peren001,0.243,316.0
youngch04,Chris,Young,younc004,0.243,78.0
guielaa01,Aaron,Guiel,guiea001,0.242,151.0
hardyjj01,J. J.,Hardy,hardj003,0.242,139.0
gonzalu02,Luis,Gonzalez,gonzl004,0.242,158.0
blancan01,Andres,Blanco,blana001,0.241,96.0
ojedami01,Miguel,Ojeda,ojedm001,0.241,95.0
langery01,Ryan,Langerhans,langr002,0.241,369.0
kubelja01,Jason,Kubel,kubej002,0.241,235.0
chaveer01,Eric,Chavez,chave001,0.241,576.0
millela02,Lastings,Milledge,milll002,0.241,185.0
bigbila01,Larry,Bigbie,bigbl001,0.24,28.0
tulowtr01,Troy,Tulowitzki,tulot001,0.24,108.0
phillan01,Andy,Phillips,phila001,0.24,263.0
molinjo01,Jose,Molina,molij001,0.24,245.0
lecroma01,Matt,LeCroy,lecrm001,0.239,80.0
cairomi01,Miguel,Cairo,cairm001,0.239,244.0
nevinph01,Phil,Nevin,nevip001,0.239,450.0
everead01,Adam,Everett,evera001,0.239,566.0
harribr01,Brendan,Harris,harrb001,0.238,47.0
callaal01,Alberto,Callaspo,calla001,0.238,47.0
castrra01,Ramon,Castro,castr002,0.238,144.0
coraal01,Alex,Cora,coraa001,0.238,264.0
simonra01,Randall,Simon,simor001,0.238,23.0
varitja01,Jason,Varitek,varij001,0.238,416.0
gathrjo01,Joey,Gathright,gathj001,0.238,445.0
freemch01,Choo,Freeman,freec001,0.237,191.0
batisto01,Tony,Batista,batit001,0.236,195.0
bautijo02,Jose,Bautista,bautj002,0.235,469.0
faheybr01,Brandon,Fahey,faheb001,0.235,286.0
rodrilu01,Luis,Rodriguez,rodrl002,0.235,132.0
barkeke01,Kevin,Barker,barkk001,0.235,18.0
uribeju01,Juan,Uribe,uribj002,0.235,495.0
ensbemo01,Morgan,Ensberg,ensbm001,0.235,495.0
dunnad01,Adam,Dunn,dunna001,0.234,683.0
thormsc01,Scott,Thorman,thors001,0.234,133.0
berroan01,Angel,Berroa,berra001,0.234,503.0
johnsda06,Dan,Johnson,johnd004,0.234,331.0
moralke01,Kendrys,Morales,morak001,0.234,215.0
easleda01,Damion,Easley,easld001,0.233,220.0
cruzjo02,Jose,Cruz,cruzj004,0.233,273.0
mclouna01,Nate,McLouth,mclon001,0.233,297.0
vizcajo01,Jose,Vizcaino,vizcj001,0.232,161.0
aguilch01,Chris,Aguila,aguic001,0.232,104.0
mathemi01,Mike,Matheny,mathm001,0.231,177.0
mcanupa01,Paul,McAnulty,mcanp001,0.231,15.0
jordabr01,Brian,Jordan,jordb001,0.231,101.0
bocachi01,Hiram,Bocachica,bocah001,0.231,16.0
burnije01,Jeromy,Burnitz,burnj001,0.23,342.0
borchjo01,Joe,Borchard,borcj001,0.23,270.0
ausmubr01,Brad,Ausmus,ausmb001,0.23,502.0
treanma01,Matt,Treanor,tream001,0.229,185.0
crosbbo01,Bobby,Crosby,crosb002,0.229,398.0
castivi02,Vinny,Castilla,castv001,0.229,291.0
gonzawi01,Wiki,Gonzalez,gonzw001,0.229,38.0
sweenry01,Ryan,Sweeney,sweer001,0.229,35.0
murphto03,Tommy,Murphy,murpt001,0.229,77.0
